	Signature.1	Signature.2	Signature.13	Signature.3	Signature.8	Signature.5	Signature.18	Signature.17	Signature.6	Signature.15	Signature.20	Signature.26	Signature.30
TCGA-E9-A245 0.4406088 0 0 0 0.4919099 0 0.06748131 0 0 0 0 0 0
TCGA-E9-A247 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-E9-A249 0.7641995 0 0 0.1926285 0 0 0 0 0 0 0 0 0
TCGA-E9-A24A 0.77453 0 0 0 0.2059816 0 0 0 0 0 0 0 0
TCGA-E9-A295 0.7987101 0 0 0 0 0 0.2012899 0 0 0 0 0 0
TCGA-E9-A2JS 0.9959196 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-E9-A3HO 0.2347219 0 0 0.5553195 0 0 0 0 0 0 0.09853017 0 0
TCGA-E9-A3Q9 0.7460314 0 0 0 0 0.1489915 0 0 0 0 0.0706212 0 0
TCGA-E9-A3QA 0.07469086 0 0.205045 0 0.08170818 0 0.1963104 0 0 0 0 0.1456218 0.2696312
TCGA-E9-A3X8 0.6277688 0 0 0 0 0 0 0.1541674 0 0 0 0 0.2180638
TCGA-E9-A54X 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-E9-A54Y 0.9940471 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-E9-A5FK 0.6063715 0 0 0 0 0.2724696 0 0 0 0.1211589 0 0 0
TCGA-E9-A5FL 0.6094432 0 0.09721211 0.2652265 0 0 0 0 0 0 0 0 0
TCGA-E9-A5UO 0.4846677 0 0 0 0 0.1708052 0 0 0.3020519 0 0 0 0
TCGA-E9-A5UP 0.8464227 0 0 0 0 0 0 0 0 0.1535773 0 0 0
TCGA-EW-A1IW 0.6008293 0.2634705 0.08508688 0 0 0 0 0 0 0 0 0 0
TCGA-EW-A1IZ 0.9902267 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-EW-A1J1 0.8733031 0 0 0 0 0 0 0 0.09383021 0 0 0 0
TCGA-EW-A1J3 0.4783423 0 0 0.1013415 0 0 0 0 0 0.1723283 0 0.2154201 0
TCGA-EW-A1J5 0.225578 0.4811529 0.2932691 0 0 0 0 0 0 0 0 0 0
TCGA-EW-A1J6 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-EW-A1OV 0.4054023 0.4133777 0.1151831 0 0 0 0 0 0 0 0 0 0
TCGA-EW-A1OX 0.4619199 0.12917 0 0.2510056 0 0 0 0 0 0.1579046 0 0 0
TCGA-EW-A1OY 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-EW-A1P0 0.56079 0 0 0.3361104 0 0 0 0 0 0 0.08122418 0 0
TCGA-EW-A1P4 0.5083348 0 0 0.3147058 0 0 0 0 0 0.07247215 0 0.06251151 0
TCGA-EW-A1P5 0.5967913 0 0 0 0 0 0 0 0.2186905 0.1845183 0 0 0
TCGA-EW-A1P6 0.9848234 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-EW-A1P8 0.6293946 0 0 0.1437803 0 0 0 0 0 0.2268251 0 0 0
TCGA-EW-A1PA 0.7584612 0.06995333 0 0.1715855 0 0 0 0 0 0 0 0 0
TCGA-EW-A1PE 0.5612164 0 0 0 0 0 0 0 0 0.3989034 0 0 0
TCGA-EW-A1PH 0.9922844 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-EW-A2FV 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-EW-A2FW 0.9340202 0.06597979 0 0 0 0 0 0 0 0 0 0 0
TCGA-EW-A3E8 0.6034968 0.3119683 0.08453492 0 0 0 0 0 0 0 0 0 0
TCGA-EW-A423 0.9297022 0 0 0 0 0 0 0 0 0.07029783 0 0 0
TCGA-GI-A2C8 0.5527658 0 0.07649069 0.1815528 0 0 0 0 0 0.1508302 0 0 0
TCGA-GM-A2D9 0.3320606 0.4387815 0.2291579 0 0 0 0 0 0 0 0 0 0
TCGA-GM-A2DA 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-GM-A2DB 0.6741246 0 0 0.297053 0 0 0 0 0 0 0 0 0
TCGA-GM-A2DC 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-GM-A2DD 0.3100994 0 0 0.2149614 0 0 0 0 0 0.2084598 0 0.1197435 0.1193633
TCGA-GM-A2DH 0.3652661 0 0.1479085 0.3424576 0 0 0 0 0 0.06836511 0 0 0
TCGA-GM-A2DI 0.4146483 0.4842354 0.1011163 0 0 0 0 0 0 0 0 0 0
TCGA-GM-A2DK 0.4061368 0.07047269 0 0 0 0.3814438 0 0 0 0 0.09323658 0 0
TCGA-GM-A2DL 0.692052 0.1035492 0 0 0 0 0.1652399 0 0 0 0 0 0
TCGA-GM-A2DM 0.631842 0 0 0 0.232272 0 0 0 0 0 0 0.135886 0
TCGA-GM-A2DN 0.7606163 0 0 0 0 0 0 0 0.2319902 0 0 0 0
TCGA-GM-A3NW 0.6500326 0.1571235 0.151196 0 0 0 0 0 0 0 0 0 0
TCGA-GM-A3NY 0.7692292 0 0 0 0 0 0.06292203 0 0 0 0 0.1205189 0
TCGA-GM-A3XN 0.9426947 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-GM-A4E0 0.872446 0 0 0 0 0 0.127554 0 0 0 0 0 0
TCGA-GM-A5PV 0.7588528 0.1268726 0 0 0 0 0 0 0 0 0 0.1142746 0
TCGA-GM-A5PX 0.9850248 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-LL-A50Y 0.9492613 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-LL-A5YL 0.6935997 0.2821559 0 0 0 0 0 0 0 0 0 0 0
TCGA-LQ-A4E4 0.5256805 0.2171489 0.06586819 0.07654122 0 0 0.07583826 0 0 0 0 0 0
TCGA-MS-A51U 0.5985462 0 0 0 0 0 0 0 0.09042813 0 0 0.1617046 0.1493211
TCGA-OL-A5DA 0.4567515 0.2256268 0.1871575 0 0 0 0 0 0 0 0 0 0.07450385
TCGA-OL-A66J 0.9898351 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-OL-A66K 0.1628433 0 0 0 0 0 0 0 0.3406775 0.4964792 0 0 0
TCGA-PE-A5DC 0.4902326 0 0 0.3038118 0 0 0 0 0 0 0 0 0
TCGA-PE-A5DE 0.3653252 0.4216574 0.2130173 0 0 0 0 0 0 0 0 0 0
