	Signature.1	Signature.2	Signature.13	Signature.3	Signature.8	Signature.5	Signature.18	Signature.17	Signature.6	Signature.15	Signature.20	Signature.26	Signature.30
TCGA-BH-A0AU 0.4468407 0 0 0 0 0 0 0 0 0.5111966 0 0 0
TCGA-BH-A0AW 0.5456993 0.2002322 0.1236916 0.1055051 0 0 0 0 0 0 0 0 0
TCGA-BH-A0AY 0.930417 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A0AZ 0.1448334 0.1378987 0 0.4902735 0 0 0 0 0 0 0.09121729 0 0
TCGA-BH-A0B1 0.7495286 0 0 0 0 0 0.09399694 0 0 0.1519058 0 0 0
TCGA-BH-A0B3 0.3136605 0.07422005 0 0 0.1951367 0 0 0 0.1818878 0.2082288 0 0 0
TCGA-BH-A0B5 0.4704385 0.2912425 0.238319 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A0B6 0.2427956 0.4119709 0.3010852 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A0B7 0.3433789 0 0 0.1441793 0 0 0 0.1160339 0.3964078 0 0 0 0
TCGA-BH-A0B8 0.7211168 0.0954184 0 0 0.0831369 0 0 0 0 0.1003279 0 0 0
TCGA-BH-A0B9 0.7523566 0 0.099325 0 0 0 0 0 0 0.137943 0 0 0
TCGA-BH-A0BA 0.5943783 0 0 0 0 0 0 0 0 0.3039488 0 0.1016729 0
TCGA-BH-A0BC 0.5657007 0.06993687 0 0 0.08411498 0 0 0 0.1430928 0.1371546 0 0 0
TCGA-BH-A0BD 0.6556729 0 0 0 0 0.312963 0 0 0 0 0 0 0
TCGA-BH-A0BF 0.8502616 0 0 0.1497384 0 0 0 0 0 0 0 0 0
TCGA-BH-A0BG 0.2718633 0 0 0.3382623 0 0 0.07334475 0 0 0.07419294 0 0.1100371 0.1322995
TCGA-BH-A0BJ 0 0 0 0 0 0.2813531 0.1556278 0 0 0 0 0.495921 0
TCGA-BH-A0BL 0.813124 0 0 0 0.1761138 0 0 0 0 0 0 0 0
TCGA-BH-A0BM 0.1808422 0 0 0.2484081 0 0 0.07727605 0 0.3881859 0.1052878 0 0 0
TCGA-BH-A0BO 0.809837 0 0.1303324 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A0BP 0.7365612 0.09509506 0.065808 0 0.08329164 0 0 0 0 0 0 0 0
TCGA-BH-A0BQ 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A0BR 0.8378127 0.1621873 0 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A0BT 0.4093409 0.08128811 0 0 0 0 0 0 0 0.509371 0 0 0
TCGA-BH-A0BV 0.2060029 0.181713 0 0 0 0.08078276 0 0 0.1184309 0.2682438 0 0 0.1448267
TCGA-BH-A0BZ 0.2892617 0 0 0.5596499 0 0 0 0 0 0 0 0 0
TCGA-BH-A0C0 0.1637275 0 0 0.3289453 0.2213429 0.09105329 0 0 0.1271933 0 0 0 0
TCGA-BH-A0C1 0.6674311 0 0 0 0 0 0 0 0 0.301697 0 0 0
TCGA-BH-A0C7 0.8228133 0 0 0 0 0 0.1027104 0 0 0 0 0 0
TCGA-BH-A0DE 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A0DH 0.4278037 0 0 0 0 0 0 0 0 0.1412046 0 0 0.3882145
TCGA-BH-A0DI 0.9218814 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A0DK 0.7386797 0 0 0.1818763 0 0 0 0 0 0 0 0 0
TCGA-BH-A0DL 0.2981913 0 0 0 0 0 0.06660974 0.1129929 0.2643762 0.233765 0 0 0
TCGA-BH-A0DO 0.563094 0 0 0 0 0 0 0 0 0.2251438 0 0 0.1729543
TCGA-BH-A0DP 0.5775301 0.0901911 0 0.2008615 0 0 0 0 0 0 0.1314172 0 0
TCGA-BH-A0DQ 0.2012607 0 0 0 0 0 0 0 0.4509204 0 0 0.2094774 0.1383416
TCGA-BH-A0DS 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A0DX 0.6859427 0.2723619 0 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A0DZ 0.3105041 0.3557664 0.3337295 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A0E0 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A0E1 0.8390784 0.09129042 0.06963123 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A0E6 0.9371239 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A0E7 0.8833655 0 0 0 0 0 0 0 0 0.1166345 0 0 0
TCGA-BH-A0EA 0.5880875 0 0 0 0 0 0 0 0 0.4119125 0 0 0
TCGA-BH-A0EB 0.5891909 0 0.06743833 0 0 0 0 0 0.09747735 0 0.2458934 0 0
TCGA-BH-A0EE 0.7342637 0.1926465 0.06081185 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A0EI 0.9459094 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A0GY 0.5618468 0 0 0 0 0 0 0 0.1252192 0.3129341 0 0 0
TCGA-BH-A0GZ 0.4405583 0.0681933 0 0.3750307 0 0.1162177 0 0 0 0 0 0 0
TCGA-BH-A0H0 0.2139813 0.09690006 0 0 0 0 0.09124205 0 0.231559 0.1407345 0 0.1693421 0
TCGA-BH-A0H6 0.7444937 0 0 0 0 0 0 0 0 0.2555063 0 0 0
TCGA-BH-A0H7 0.7664262 0 0 0 0 0 0 0 0 0.228652 0 0 0
TCGA-BH-A0H9 0.4700889 0 0 0 0 0 0 0 0 0 0 0.2245733 0.2254832
TCGA-BH-A0HA 0.9788329 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A0HB 0.9685564 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A0HF 0 0 0 0 0 0 0 0 0.2818204 0 0 0 0.6405574
TCGA-BH-A0HI 0.7621625 0.135138 0 0 0 0 0 0 0 0 0 0.1026995 0
TCGA-BH-A0HK 0.6338495 0.3128667 0 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A0HL 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A0HN 0.876158 0.1169941 0 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A0HO 0.1862258 0.07207816 0 0 0 0 0 0.07201977 0 0.5907436 0 0 0
TCGA-BH-A0HP 0.3064097 0.3678392 0.3058146 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A0HQ 0.5505974 0.1524239 0 0 0 0 0 0 0.07331297 0 0 0.07646026 0.1472055
TCGA-BH-A0HU 0.7315425 0 0 0.1799667 0 0 0.08849079 0 0 0 0 0 0
TCGA-BH-A0HX 0.3045236 0 0.08624616 0.322121 0 0 0 0 0 0 0.07876628 0 0.1611407
TCGA-BH-A0HY 0.6702454 0 0 0 0 0.1548364 0 0 0 0 0 0 0
TCGA-BH-A0RX 0.9656476 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A0W3 0.698895 0 0 0.2427334 0 0 0 0 0 0 0 0 0
TCGA-BH-A0W4 0.6470118 0.1348289 0 0 0 0 0 0 0 0 0 0.2181593 0
TCGA-BH-A0W5 0.7917497 0 0 0 0 0 0 0 0 0 0 0.1543117 0
TCGA-BH-A0W7 0.2621448 0.3388663 0.3882534 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A0WA 0.4624363 0.1083502 0 0.4292134 0 0 0 0 0 0 0 0 0
TCGA-BH-A18F 0.9224442 0.07755579 0 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A18G 0.5110645 0 0 0 0 0 0 0 0.1629671 0.2753884 0 0 0
TCGA-BH-A18H 0 0.1813289 0.1148747 0 0 0 0 0 0.1692399 0 0.06918787 0.1617701 0.25556
TCGA-BH-A18I 0.9666129 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A18J 0 0.4372501 0.1706011 0 0 0 0.1128322 0 0.2213114 0 0 0 0
TCGA-BH-A18K 0.2859124 0.1109467 0.1048128 0 0 0.3216019 0 0 0 0 0 0.1767262 0
TCGA-BH-A18L 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A18N 0.6131367 0 0 0 0 0 0 0 0 0.1415916 0 0.2452717 0
TCGA-BH-A18P 0.3824957 0.3502611 0.2672432 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A18Q 0.4573287 0 0 0.2286298 0.06754832 0.1884899 0 0 0 0 0 0 0
TCGA-BH-A18R 0 0 0 0.6569141 0 0 0 0 0.2170745 0 0 0 0
TCGA-BH-A18S 0.6037067 0 0 0.1674495 0 0 0 0 0 0.2288437 0 0 0
TCGA-BH-A18T 0.3446064 0 0 0.5356296 0 0 0 0 0.08026542 0 0 0 0
TCGA-BH-A18U 0.5413059 0.144674 0.1045387 0 0 0 0 0 0.2094814 0 0 0 0
TCGA-BH-A1EN 0.6998197 0 0 0 0 0 0 0 0 0.2179013 0 0 0
TCGA-BH-A1EO 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A1ET 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A1EV 0.5048404 0.2508623 0.1746719 0.06962542 0 0 0 0 0 0 0 0 0
TCGA-BH-A1EX 0.7951589 0 0 0 0 0 0 0 0.08823287 0 0 0.1166083 0
TCGA-BH-A1EY 0.8535605 0 0.1033925 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A1F0 0.2962526 0 0.1413925 0 0 0.1839266 0.09346365 0 0 0.1267552 0 0 0.1012692
TCGA-BH-A1F2 0.5352259 0.105986 0 0 0 0 0.07605331 0 0.2401451 0 0 0 0
TCGA-BH-A1F5 0.8205167 0.07080547 0 0 0.06251892 0 0 0 0 0 0 0 0
TCGA-BH-A1F6 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A1F8 0.5807651 0.2871848 0.124556 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A1FD 0.6990101 0 0 0 0 0 0 0 0.0726255 0.2283644 0 0 0
TCGA-BH-A1FG 0.6428685 0 0 0 0 0 0 0 0.3571315 0 0 0 0
TCGA-BH-A1FJ 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A1FL 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A1FM 0.7229117 0 0.1455179 0 0 0 0 0 0 0.1025405 0 0 0
TCGA-BH-A1FN 0.161095 0 0.3827504 0 0.1215125 0 0 0 0 0 0 0 0.3346421
TCGA-BH-A1FU 0.6628883 0 0 0 0 0 0 0.08058132 0 0.2565304 0 0 0
TCGA-BH-A201 0.2553674 0.1097942 0 0 0 0 0.08606606 0 0 0 0.1588482 0.3899241 0
TCGA-BH-A202 0.8623468 0 0 0.0600274 0 0 0.07762585 0 0 0 0 0 0
TCGA-BH-A203 0.9819925 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A204 0.9979267 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-BH-A208 0.565169 0.1634532 0.1986749 0 0 0 0 0 0 0 0 0.07270292 0
TCGA-BH-A28O 0.4771679 0.1200091 0.225066 0 0 0 0.06989022 0 0 0 0 0.1078669 0
TCGA-BH-A28Q 0.8176443 0 0 0 0 0 0 0 0 0.1673413 0 0 0
TCGA-BH-A2L8 0.2082384 0.4466291 0.3451325 0 0 0 0 0 0 0 0 0 0
TCGA-C8-A133 0.4876442 0 0 0.08452353 0 0 0.1762255 0.06505702 0 0 0 0 0.1865498
TCGA-D8-A13Y 0.7297657 0.1101302 0.09136489 0 0 0 0 0 0 0 0 0 0
TCGA-D8-A13Z 0.5088893 0 0.06474055 0.1503658 0 0 0 0 0.244243 0 0 0 0
TCGA-D8-A140 0.7820564 0.06576895 0 0 0 0 0 0 0 0.1521747 0 0 0
TCGA-D8-A141 0.4293506 0 0 0.2880098 0 0 0.06413906 0 0.2185005 0 0 0 0
TCGA-D8-A142 0.9777767 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-D8-A143 0.8289141 0 0 0 0.1550577 0 0 0 0 0 0 0 0
TCGA-D8-A145 0.8413126 0 0 0.1586874 0 0 0 0 0 0 0 0 0
TCGA-D8-A146 0.8241013 0.06983666 0 0 0 0 0 0 0 0.106062 0 0 0
TCGA-D8-A147 0.256496 0 0.1223924 0.5274779 0 0 0 0 0 0 0 0 0
TCGA-D8-A1J8 0.6032035 0.2099998 0.1867967 0 0 0 0 0 0 0 0 0 0
TCGA-D8-A1J9 0.2811842 0.3482677 0.2743956 0 0 0 0.09615245 0 0 0 0 0 0
TCGA-D8-A1JA 0.2796485 0.2367592 0.4835923 0 0 0 0 0 0 0 0 0 0
TCGA-D8-A1JB 0.3132772 0 0 0 0.1450319 0.07087662 0.09487852 0.1210259 0 0 0 0 0.2167538
TCGA-D8-A1JC 0.7896735 0.1235121 0.08681435 0 0 0 0 0 0 0 0 0 0
TCGA-D8-A1JD 0.256236 0.09375137 0 0.2864589 0.1490632 0 0 0 0 0.1460007 0 0 0
TCGA-D8-A1JE 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-D8-A1JF 0.7737102 0 0 0 0 0 0 0 0 0.1741568 0 0 0
TCGA-D8-A1JG 0.8827189 0 0 0 0 0 0.08412178 0 0 0 0 0 0
TCGA-D8-A1JH 0.16058 0 0 0 0 0.2766326 0 0 0.269139 0.1922287 0 0.1014197 0
TCGA-D8-A1JI 0.5965927 0 0 0 0 0.2484407 0 0 0 0 0 0 0
TCGA-D8-A1JJ 0.6692274 0.1762548 0 0 0 0 0 0 0.1045681 0 0 0 0
TCGA-D8-A1JK 0.2258657 0.07429683 0 0.1684968 0 0.4387911 0 0 0 0 0 0 0
TCGA-D8-A1JL 0.4490332 0 0 0.220539 0.09825613 0 0 0 0 0 0 0.08720163 0
TCGA-D8-A1JM 0.910612 0 0 0.07515499 0 0 0 0 0 0 0 0 0
TCGA-D8-A1JN 0.5056729 0.3796342 0.1057321 0 0 0 0 0 0 0 0 0 0
TCGA-D8-A1JP 0 0 0 0.4673075 0.2444729 0 0 0 0 0.1234416 0 0.07396188 0
TCGA-D8-A1JS 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-D8-A1JT 0.5344738 0 0 0.1282162 0 0 0 0 0 0.33731 0 0 0
TCGA-D8-A1X5 0.8975626 0 0 0 0 0 0.1021982 0 0 0 0 0 0
TCGA-D8-A1X6 0.4833264 0 0 0.07562891 0 0 0 0 0.4174568 0 0 0 0
TCGA-D8-A1X7 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-D8-A1X8 0.9442248 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-D8-A1X9 0.3526495 0 0 0 0.3922542 0 0.08865495 0 0 0 0.1082895 0 0
TCGA-D8-A1XA 0.9725341 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-D8-A1XB 0.8605556 0 0 0.08681427 0 0 0 0 0 0 0 0 0
TCGA-D8-A1XC 0.2242171 0 0 0 0 0.2517637 0 0 0.4728769 0 0 0 0
TCGA-D8-A1XF 0.8908844 0 0 0 0 0 0 0 0 0.1091156 0 0 0
TCGA-D8-A1XG 0.7566513 0 0 0 0 0 0 0 0 0 0.2302212 0 0
TCGA-D8-A1XJ 0.896733 0.103267 0 0 0 0 0 0 0 0 0 0 0
TCGA-D8-A1XK 0.1980682 0 0 0 0 0 0 0 0 0 0 0.8019318 0
TCGA-D8-A1XL 0.576039 0 0 0.3719959 0 0 0 0 0 0 0 0 0
TCGA-D8-A1XM 0.8722415 0.1277585 0 0 0 0 0 0 0 0 0 0 0
TCGA-D8-A1XO 0.7021126 0.2978874 0 0 0 0 0 0 0 0 0 0 0
TCGA-D8-A1XQ 0.6795542 0 0 0 0 0 0 0 0 0 0 0.2545898 0
TCGA-D8-A1XR 0.3105008 0 0 0 0 0 0 0 0.1871239 0.5023754 0 0 0
TCGA-D8-A1XT 0.5910631 0 0 0.1375154 0 0 0 0 0.2047076 0 0 0 0
TCGA-D8-A1XU 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-D8-A1XV 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-D8-A1XW 0.5602744 0 0 0.3644554 0 0 0 0 0 0 0 0 0
TCGA-D8-A1XY 0.9340453 0.06595469 0 0 0 0 0 0 0 0 0 0 0
TCGA-D8-A1XZ 0.9669515 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-D8-A1Y0 0.688682 0 0.1092654 0 0.1661622 0 0 0 0 0 0 0 0
TCGA-D8-A1Y1 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-D8-A1Y2 0.7534942 0.2465058 0 0 0 0 0 0 0 0 0 0 0
TCGA-D8-A1Y3 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-D8-A27F 0.3229656 0 0.06918917 0.5318252 0 0 0 0 0 0 0 0 0
TCGA-D8-A27G 0.2279404 0.4350302 0.2579673 0.07906209 0 0 0 0 0 0 0 0 0
TCGA-D8-A27H 0.4742599 0 0.1395991 0.3663863 0 0 0 0 0 0 0 0 0
TCGA-D8-A27I 0.9703599 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-D8-A27K 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-D8-A27L 0.9234124 0.07658758 0 0 0 0 0 0 0 0 0 0 0
TCGA-D8-A27M 0.7247872 0 0 0.1461536 0 0 0 0 0 0.06927885 0 0 0
TCGA-D8-A27N 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-D8-A27P 0.4919186 0 0 0 0 0 0 0 0 0.5080814 0 0 0
TCGA-D8-A27R 0.7393957 0 0 0.1822818 0 0 0 0 0 0 0 0 0
TCGA-D8-A27T 0.5157541 0.070829 0 0 0 0 0 0 0.4134169 0 0 0 0
TCGA-D8-A27V 0.3634127 0.2544781 0.2906894 0 0 0 0 0 0 0 0 0 0.07465434
TCGA-D8-A27W 0.9794639 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-D8-A3Z5 0.2020713 0 0 0.2990196 0 0 0 0 0 0.4989091 0 0 0
TCGA-D8-A3Z6 0.2776719 0 0 0 0.1434874 0.2270846 0 0 0.1974252 0 0 0 0
TCGA-D8-A4Z1 0.4160281 0.4019611 0 0 0 0 0 0 0 0 0.1820107 0 0
TCGA-E2-A105 0.6495521 0 0 0 0 0 0 0 0.1878514 0 0 0.120861 0
TCGA-E2-A107 0.7970913 0.09001134 0 0 0 0 0 0 0 0.09553502 0 0 0
TCGA-E2-A108 0.3666231 0.1909189 0.2772217 0.1245653 0 0 0 0 0 0 0 0 0
TCGA-E2-A109 0.4250943 0 0 0 0.2549221 0 0 0 0 0.2508652 0 0 0
TCGA-E2-A10A 0.150824 0.1378343 0 0.2226774 0 0.341739 0.1469254 0 0 0 0 0 0
TCGA-E2-A10B 0.4488127 0.2347607 0 0 0 0 0 0 0 0.2265279 0 0 0
TCGA-E2-A10C 0.3111495 0.4301045 0.258746 0 0 0 0 0 0 0 0 0 0
TCGA-E2-A10E 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-E2-A10F 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-E2-A14N 0.1302622 0.09270376 0 0.2209486 0.1893198 0 0 0.06381507 0 0.2508445 0 0 0
TCGA-E2-A14O 0.951785 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-E2-A14P 0.6262133 0.1493216 0 0 0 0 0 0 0 0.09077 0 0 0
TCGA-E2-A14Q 0.1896608 0 0 0 0 0 0 0.06716235 0.5425419 0 0 0 0.1191517
TCGA-E2-A14R 0.3616522 0 0 0.4191187 0 0.07225407 0 0 0 0 0 0 0
TCGA-E2-A14S 0.2288551 0 0 0 0 0 0 0 0.7711449 0 0 0 0
TCGA-E2-A14T 0.9858004 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-E2-A14U 0.589315 0.08309419 0 0 0 0 0 0 0 0.3232069 0 0 0
TCGA-E2-A14V 0.7557229 0.06664082 0.1240394 0 0 0 0 0 0 0 0 0 0
TCGA-E2-A14Y 0.7278751 0.1436228 0.1115638 0 0 0 0 0 0 0 0 0 0
TCGA-E2-A14Z 0.7319605 0.187126 0 0 0 0 0 0 0 0 0 0 0
TCGA-E2-A150 0.5382057 0 0 0.3251496 0 0 0.09261722 0 0 0 0 0 0
TCGA-E2-A152 0.4934894 0.2185455 0.2684879 0 0 0 0 0 0 0 0 0 0
TCGA-E2-A153 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-E2-A154 0.5851581 0 0 0 0 0 0.1783951 0 0.1093827 0.1270641 0 0 0
TCGA-E2-A155 0.889254 0.110746 0 0 0 0 0 0 0 0 0 0 0
TCGA-E2-A158 0.6293339 0 0 0.3579269 0 0 0 0 0 0 0 0 0
TCGA-E2-A159 0.3551738 0.1877354 0.3098083 0.1472826 0 0 0 0 0 0 0 0 0
TCGA-E2-A15C 0.1673448 0 0 0 0 0 0 0 0.8326552 0 0 0 0
TCGA-E2-A15D 0.9642864 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-E2-A15F 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-E2-A15G 0.6951605 0.07380778 0 0.2066349 0 0 0 0 0 0 0 0 0
TCGA-E2-A15H 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-E2-A15I 0.1581298 0 0 0.7851155 0 0 0 0 0 0 0 0 0
TCGA-E2-A15J 0.2797815 0 0 0 0 0 0 0 0.06987712 0.6503414 0 0 0
TCGA-E2-A15M 0.6313633 0.09372841 0.07770084 0.1048385 0 0 0 0 0 0.09236892 0 0 0
TCGA-E2-A15P 0.8074449 0 0 0 0 0 0 0 0 0.1329331 0 0 0
TCGA-E2-A15R 0.9840752 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-E2-A15S 0 0.0884184 0 0.2606424 0 0 0.1244336 0.09533273 0.1737751 0 0 0.2573978 0
TCGA-E2-A15T 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-E2-A1AZ 0.4541067 0 0.1952635 0.2175394 0 0 0.06978706 0 0 0 0.06330336 0 0
TCGA-E2-A1B0 0.6485986 0 0 0 0 0 0 0 0 0.0941082 0 0.2572932 0
TCGA-E2-A1B4 0.2359934 0.1288549 0 0 0 0.2938519 0 0 0 0.3412999 0 0 0
TCGA-E2-A1BD 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-E2-A1IE 0.9966875 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-E2-A1IG 0.9868269 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-E2-A1IH 0.4076791 0 0.1773081 0 0 0 0 0 0 0 0 0.125494 0.1432805
TCGA-E2-A1II 0.5802831 0 0 0.4182055 0 0 0 0 0 0 0 0 0
TCGA-E2-A1IJ 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-E2-A1IK 0.8019891 0 0 0.1299982 0 0 0 0 0 0 0 0.0680128 0
TCGA-E2-A1IL 0.3003861 0 0 0 0 0 0.103562 0 0.5960519 0 0 0 0
TCGA-E2-A1IN 0.3473959 0.2691765 0.2976429 0.08578461 0 0 0 0 0 0 0 0 0
TCGA-E2-A1IU 0.6390115 0.1630208 0 0 0 0 0.1423397 0 0 0 0 0 0
TCGA-E2-A1L6 0.6478522 0 0 0 0 0 0 0.1370173 0 0 0.2151305 0 0
TCGA-E2-A1L7 0.5888997 0 0 0.3568266 0 0 0 0 0 0 0 0 0
TCGA-E2-A1L9 0.7787376 0 0 0 0.1235734 0 0 0 0.08242692 0 0 0 0
TCGA-E2-A1LE 0.5835831 0 0 0.2347302 0 0 0.073035 0 0 0 0 0 0.07815021
TCGA-E2-A1LH 0.4152424 0 0.1252303 0.4178696 0 0 0 0 0 0 0 0 0
TCGA-E2-A1LS 0.5978569 0 0 0.3093313 0.06536882 0 0 0 0 0 0 0 0
TCGA-E2-A3DX 0.5567146 0 0 0 0 0.2034758 0 0 0 0 0.1215485 0 0.06072011
TCGA-E9-A1N3 0.6554778 0 0 0 0.2410083 0 0 0 0 0 0 0 0
TCGA-E9-A1N4 0.7158008 0.1299416 0 0.1542576 0 0 0 0 0 0 0 0 0
TCGA-E9-A1N5 0.4244936 0 0 0 0 0.4064626 0 0 0 0 0 0 0.1397854
TCGA-E9-A1N8 0.2006721 0 0.1036775 0.07923151 0 0.388202 0.06698735 0 0 0 0 0.09946852 0.06176097
TCGA-E9-A1N9 0.5246821 0 0 0 0.2816326 0 0 0 0 0 0.1406672 0 0
TCGA-E9-A1NA 0.6517598 0.07017866 0.0835118 0 0.1548712 0 0 0 0 0 0 0 0
TCGA-E9-A1NC 0.5016642 0 0 0 0.09034483 0 0 0 0 0.2917497 0 0 0
TCGA-E9-A1ND 0.8132016 0 0.07836983 0 0 0 0 0 0 0 0 0 0
TCGA-E9-A1NE 0 0 0 0.4981469 0 0 0.06423459 0 0 0.4027549 0 0 0
TCGA-E9-A1NF 0.6119226 0 0 0 0 0 0.1167905 0 0 0 0 0 0.2712869
TCGA-E9-A1NG 0.8314145 0 0 0 0.1441488 0 0 0 0 0 0 0 0
TCGA-E9-A1NH 0.7445702 0 0 0 0 0 0 0 0 0 0 0.2554298 0
TCGA-E9-A1NI 0.5793855 0 0 0 0 0.2399098 0 0 0.1807046 0 0 0 0
TCGA-E9-A1R0 0.8505795 0.0961835 0 0 0 0 0 0 0 0 0 0 0
TCGA-E9-A1R2 0.6675553 0 0.1341146 0.1502244 0 0 0 0 0 0 0 0 0
TCGA-E9-A1R3 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-E9-A1R4 0.3858735 0.215257 0.1875497 0 0 0.1119591 0.09936061 0 0 0 0 0 0
TCGA-E9-A1R5 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-E9-A1R6 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-E9-A1R7 0.2445904 0.1045182 0 0 0 0.2941322 0 0 0.07209566 0 0 0 0.1506485
TCGA-E9-A1RA 0.8391811 0 0 0 0 0 0 0.09461826 0 0 0 0 0.06620069
TCGA-E9-A1RB 0.4421835 0 0 0.1178918 0 0 0 0 0.3642708 0 0 0 0
TCGA-E9-A1RC 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-E9-A1RD 0.6383927 0.1784693 0 0 0 0 0 0 0 0.183138 0 0 0
TCGA-E9-A1RE 0.7200798 0 0 0 0 0 0 0 0 0.2408285 0 0 0
TCGA-E9-A1RF 0.6178158 0 0 0.337021 0 0 0 0 0 0 0 0 0
TCGA-E9-A1RG 0.8481464 0 0 0 0 0 0 0 0 0 0 0.07322769 0
TCGA-E9-A1RH 0.6981288 0 0 0.1356606 0 0 0 0 0 0 0 0 0
TCGA-E9-A1RI 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-E9-A226 0.33478 0.1434441 0.1394256 0.2535845 0 0 0.06989827 0 0 0 0 0 0
TCGA-E9-A228 0.7701599 0.07713405 0 0 0 0 0 0 0.1381979 0 0 0 0
TCGA-E9-A229 0.7084958 0 0.06572375 0 0 0 0 0 0.09624048 0.12954 0 0 0
TCGA-E9-A22A 0.4318943 0.09246722 0.07940224 0.2793427 0 0.1168936 0 0 0 0 0 0 0
TCGA-E9-A22B 0.9246881 0.06905471 0 0 0 0 0 0 0 0 0 0 0
TCGA-E9-A22D 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-E9-A22E 0.2398969 0 0 0.5710175 0 0 0 0 0 0.07131179 0 0 0
TCGA-E9-A22G 0.169637 0 0 0.2464987 0 0.2443536 0.06157606 0 0 0 0 0.2104587 0
TCGA-E9-A22H 1 0 0 0 0 0 0 0 0 0 0 0 0
TCGA-E9-A243 0.6464855 0 0 0.2370473 0 0 0 0 0 0 0 0 0
TCGA-E9-A244 0.5995318 0 0 0.3446862 0 0 0 0 0 0 0 0 0
