	Signature.1	Signature.2	Signature.13	Signature.3	Signature.8	Signature.5	Signature.18	Signature.17	Signature.6	Signature.15	Signature.20	Signature.26	Signature.30
PD18730a 0.5610487 0.2198218 0.1173386 0 0 0 0 0 0.1017909 0 0 0 0
PD5961a 0.98204 0 0 0 0 0 0 0 0 0 0 0 0
PD18047a 1 0 0 0 0 0 0 0 0 0 0 0 0
PD18257a 0.9605206 0 0 0 0 0 0 0 0 0 0 0 0
PD13420a 0.9358637 0 0 0 0 0 0 0 0 0 0 0 0
PD13426a 0.4411393 0.06149148 0 0 0 0.4347602 0 0 0 0 0 0 0
PD4951a 0.6010356 0 0.1309476 0.2680169 0 0 0 0 0 0 0 0 0
PD6728b 0.5649178 0.06415557 0 0.3282187 0 0 0 0 0 0 0 0 0
PD9847a 0.3888829 0 0 0 0 0.342349 0 0 0.1076405 0.1611276 0 0 0
PD11396a 0.9002419 0 0 0 0 0 0 0 0.09975814 0 0 0 0
PD11757a 0.2620914 0 0.1530228 0.5848859 0 0 0 0 0 0 0 0 0
PD4971a 0.936235 0 0 0 0 0 0 0 0 0 0 0 0
PD13306a 0.9216509 0.07834908 0 0 0 0 0 0 0 0 0 0 0
PD13754a 0.4441228 0 0 0.4082903 0.07657941 0 0 0 0 0 0 0 0
PD11740a 0.557226 0 0 0 0.07862599 0.195798 0 0 0.1683501 0 0 0 0
PD6416a 0.3267404 0 0.1359597 0.2668009 0.1239893 0 0 0 0 0 0 0 0
PD5944a 0.9754685 0 0 0 0 0 0 0 0 0 0 0 0
PD8828a 0.5341181 0.1106293 0.108992 0 0 0.2370712 0 0 0 0 0 0 0
PD11341a 0.8831358 0.06738541 0 0 0 0 0 0 0 0 0 0 0
PD11347a 0.9405923 0 0 0 0 0 0 0 0 0 0 0 0
PD18017a 0.9223903 0 0 0.06778736 0 0 0 0 0 0 0 0 0
PD18751a 0.9262635 0 0 0 0 0 0 0 0 0.07373652 0 0 0
PD4264a 0.9197121 0.08028794 0 0 0 0 0 0 0 0 0 0 0
PD7204a 0.8347101 0 0 0 0 0 0 0 0 0.1605064 0 0 0
PD8612a 0.9813123 0 0 0 0 0 0 0 0 0 0 0 0
PD8617a 0.7621919 0 0 0.1798882 0 0 0 0 0 0 0 0 0
PD9065a 0.8995101 0 0 0 0 0 0 0 0 0 0 0 0
PD11744a 0.9202154 0 0 0 0 0 0 0 0 0 0 0 0
PD14432a 1 0 0 0 0 0 0 0 0 0 0 0 0
PD6016a2 0.5462576 0.1001679 0.07254872 0 0 0 0 0 0.1285634 0.1047918 0 0 0
PD6044a 0.9095249 0 0 0.0852615 0 0 0 0 0 0 0 0 0
PD7209a 0.98758 0 0 0 0 0 0 0 0 0 0 0 0
PD11361a 0.730918 0 0 0 0 0.2522485 0 0 0 0 0 0 0
PD11374a 0.6786 0 0 0.2853795 0 0 0 0 0 0 0 0 0
PD11398a 0.476336 0 0 0.1378896 0.2985628 0 0 0 0 0 0 0 0
PD13631a 0.9811649 0 0 0 0 0 0 0 0 0 0 0 0
PD7201a 0.4920482 0.1122296 0 0 0 0 0 0 0 0.2815476 0 0.1141746 0
PD9600a 0.7381378 0 0 0 0 0 0 0 0 0.2618622 0 0 0
PD9694a 1 0 0 0 0 0 0 0 0 0 0 0 0
PD9754a 0.6886956 0 0 0 0 0 0 0 0.2294751 0 0 0 0
PD11346a 0.4798353 0 0 0 0 0 0 0 0.2091687 0 0 0 0.1635915
PD11381a 0.8011187 0 0 0.1380517 0 0 0 0 0 0 0 0.06082962 0
PD13312a 0.8422765 0 0 0.1577235 0 0 0 0 0 0 0 0 0
PD13770a 0.9059638 0 0 0 0 0 0 0 0 0 0 0 0
PD14442a 0.6242613 0 0 0.2228432 0 0 0 0 0.09215035 0 0 0 0
PD14454a 0.6588574 0 0.09418091 0 0 0 0 0 0.08196076 0.1195869 0 0 0
PD4085a 0.7965973 0 0 0 0.1424466 0 0 0 0 0 0 0 0
PD4225a 0.8534331 0 0 0 0 0 0 0 0 0 0 0.108199 0
PD4985a 0.9007643 0 0 0 0 0 0 0 0 0 0 0 0
PD5953a 0.9557127 0 0 0 0 0 0 0 0 0 0 0 0
PD9579a 0 0.1407127 0 0 0 0.3140899 0 0 0.4946902 0 0 0 0
PD11765a 0.4690295 0 0.06372317 0 0 0.3755228 0 0 0 0 0 0 0
PD11818a 0.6510201 0 0 0 0 0.3271925 0 0 0 0 0 0 0
PD13422a 0.6715287 0 0 0.2287777 0 0 0 0 0.07163829 0 0 0 0
PD14459a 0.8140805 0.08048382 0 0 0 0 0.07324876 0 0 0 0 0 0
PD11389a 0.9608701 0 0 0 0 0 0 0 0 0 0 0 0
PD11766a 0.856475 0 0 0 0 0 0 0 0 0 0 0 0.07942908
PD13416a 1 0 0 0 0 0 0 0 0 0 0 0 0
PD18776a 0.5828874 0 0 0 0 0.256504 0 0 0 0.08071189 0 0 0
PD4267a 0.8218349 0 0.1232105 0 0 0 0 0 0 0 0 0 0
PD4605a 0.6736427 0 0 0.1328129 0 0 0 0 0 0.1343009 0 0 0
PD7322a 1 0 0 0 0 0 0 0 0 0 0 0 0
PD11355a 1 0 0 0 0 0 0 0 0 0 0 0 0
PD13304a 0.9508074 0 0 0 0 0 0 0 0 0 0 0 0
PD4069a 1 0 0 0 0 0 0 0 0 0 0 0 0
PD4986a 0.1597398 0 0 0.3830672 0.1419891 0 0 0.06120891 0 0 0 0.1078918 0.07750379
PD9544a 0.9652132 0 0 0 0 0 0 0 0 0 0 0 0
PD9755a 0.6125102 0 0 0 0 0 0 0 0 0.3726286 0 0 0
PD11385a 0.5967221 0 0 0.1479212 0 0 0 0 0 0 0 0.2302482 0
PD9843a 0.5904999 0 0 0 0 0.1997538 0 0 0 0 0 0.1297467 0
PD13618a 0.9443537 0 0 0 0 0 0 0 0 0 0 0 0
PD3851a 0.6509275 0.08160699 0 0.1786925 0 0 0 0 0 0 0 0 0
PD4086a 0.4066047 0 0.1884074 0 0.1334069 0 0 0 0 0 0 0.1775561 0
PD6711a2 0.3240713 0 0 0.07820175 0 0 0 0 0.5776528 0 0 0 0
PD7221a 0.8456845 0.1543155 0 0 0 0 0 0 0 0 0 0 0
PD11756a 0.07128769 0 0 0 0 0.4629734 0 0 0.3166702 0 0 0 0.1251615
PD11762a 0.5829144 0.07494618 0 0 0 0.1752243 0.09589647 0 0.07101867 0 0 0 0
PD6720a 0.6964682 0 0 0 0 0.07217868 0 0 0 0.2050576 0 0 0
PD9569a 0.5642416 0.06981194 0 0 0 0 0 0 0.178331 0 0 0.1366767 0
PD9570a 0.7983117 0.1085988 0 0 0.08197872 0 0 0 0 0 0 0 0
PD13629a 1 0 0 0 0 0 0 0 0 0 0 0 0
PD6466b 0.6630865 0 0 0 0 0 0 0 0 0.2896421 0 0 0
PD9193a 0.65353 0.09455962 0 0.1701664 0 0 0 0 0 0 0 0 0
PD14456a 1 0 0 0 0 0 0 0 0 0 0 0 0
PD18728a 0.7599743 0.06431814 0 0 0 0 0.1519171 0 0 0 0 0 0
PD4248a 0.5168875 0 0 0 0 0 0.07339625 0 0 0 0 0.305969 0
PD4261a 0.7874834 0 0 0 0 0 0 0 0 0.1350743 0 0.07744233 0
PD9578a 0.918859 0 0 0 0.07803861 0 0 0 0 0 0 0 0
PD9581a 0.9725576 0 0 0 0 0 0 0 0 0 0 0 0
PD8618a 0.9389621 0 0 0 0 0 0 0 0 0 0.06103786 0 0
PD13310a 0.8407041 0 0 0 0 0 0 0 0 0.1109254 0 0 0
PD13762a 1 0 0 0 0 0 0 0 0 0 0 0 0
PD14467a 0.7224948 0 0 0 0 0 0.07150799 0 0 0.1681634 0 0 0
PD17973a 0.9145808 0 0 0 0 0 0.08080571 0 0 0 0 0 0
PD18771a 0.9889433 0 0 0 0 0 0 0 0 0 0 0 0
PD7203a 0.6404577 0.2201481 0 0 0 0 0 0.1180452 0 0 0 0 0
PD8981a 0.8545443 0 0 0 0 0 0 0 0 0 0 0.1306557 0
PD17994a 0.393892 0.1724203 0 0 0 0 0 0 0.404293 0 0 0 0
PD6041a 0.2118174 0 0 0 0 0.2798783 0 0 0.3754457 0 0 0.1328586 0
PD6417a 1 0 0 0 0 0 0 0 0 0 0 0 0
PD9577a 0.8729869 0 0 0 0 0 0 0 0 0.1270131 0 0 0
PD11741a 0.7990164 0 0 0.132128 0 0 0 0 0 0 0 0 0
PD4981a 1 0 0 0 0 0 0 0 0 0 0 0 0
PD4983a 0.2963179 0 0 0 0 0.6265563 0 0 0 0 0 0 0
PD7218a 1 0 0 0 0 0 0 0 0 0 0 0 0
PD9573a 1 0 0 0 0 0 0 0 0 0 0 0 0
PD9589a 0.8416085 0.136785 0 0 0 0 0 0 0 0 0 0 0
PD11384a 0.8072599 0 0 0 0 0 0 0 0 0.1927401 0 0 0
PD18116a 0.8162356 0.07304358 0 0 0 0 0 0 0 0 0 0.07702114 0
PD4982a 0.8216315 0.08907437 0 0 0 0 0 0 0 0 0 0.07846984 0
PD7214a 0.9603583 0 0 0 0 0 0 0 0 0 0 0 0
PD13761a 1 0 0 0 0 0 0 0 0 0 0 0 0
PD14458a 1 0 0 0 0 0 0 0 0 0 0 0 0
PD4088a 0.9856336 0 0 0 0 0 0 0 0 0 0 0 0
PD4194a 0.3807371 0 0 0 0 0.2195546 0 0 0.06287386 0.2541373 0 0.08269707 0
PD5950a 0.8951906 0 0 0 0 0 0 0 0 0.1048094 0 0 0
PD9591a 0.9324936 0 0 0 0 0 0 0 0 0 0 0 0
PD11769a 0.670963 0 0 0 0 0 0 0 0.2622524 0 0 0 0
PD14439a 0.7714111 0 0 0 0 0 0 0 0 0.2285889 0 0 0
PD14450a 0.2484298 0.09341962 0 0 0 0.188605 0 0 0.06610292 0.3838153 0 0 0
PD5947a 0.7833503 0 0 0 0 0 0 0 0.1979425 0 0 0 0
PD9067a 0.9321431 0 0 0 0 0 0 0 0 0 0 0 0
PD18100a 0.7290261 0 0 0 0 0 0 0 0.1231853 0.1477887 0 0 0
PD14473a 1 0 0 0 0 0 0 0 0 0 0 0 0
PD7210a 1 0 0 0 0 0 0 0 0 0 0 0 0
PD8622a 0.4125678 0 0 0 0 0.5689409 0 0 0 0 0 0 0
PD11819a 1 0 0 0 0 0 0 0 0 0 0 0 0
PD13427a 0.9961162 0 0 0 0 0 0 0 0 0 0 0 0
PD14461a 0.8620536 0 0 0 0 0 0 0 0 0 0 0.1379464 0
PD17991a 0.9678099 0 0 0 0 0 0 0 0 0 0 0 0
PD18269a 0.2861906 0 0 0.1569608 0 0.2163372 0 0 0 0 0.1659598 0 0.1292413
PD8614a 0.9624979 0 0 0 0 0 0 0 0 0 0 0 0
PD9574a 0.7816677 0 0 0 0 0 0 0 0 0.1689178 0 0 0
PD14468a 0.8656024 0 0 0 0 0 0 0 0 0.09168618 0 0 0
PD7304a 0.7852308 0.06641168 0 0.1222245 0 0 0 0 0 0 0 0 0
PD8999a 0.8838419 0 0 0.09642301 0 0 0 0 0 0 0 0 0
PD9593a 0.6525414 0 0 0 0 0.3391495 0 0 0 0 0 0 0
PD18022a 0.9536623 0 0 0 0 0 0 0 0 0 0 0 0
PD7199a 0.8729306 0 0 0.1266047 0 0 0 0 0 0 0 0 0
PD13768a 0.8289988 0 0 0 0 0 0 0 0 0.06973693 0 0.06523155 0
PD5964a 0.9923439 0 0 0 0 0 0 0 0 0 0 0 0
PD13605a 0.7283181 0 0 0 0 0.2157127 0 0 0 0 0 0 0
PD18775a 1 0 0 0 0 0 0 0 0 0 0 0 0
PD4969a 0.1822339 0 0 0.1777807 0 0 0 0 0.5520989 0 0 0 0
PD11370a 0.6052562 0 0 0 0 0.1615615 0 0 0.1774104 0 0 0 0
PD9606a 0.5999801 0 0 0 0 0.07725456 0.07586503 0.07088874 0 0 0 0.06242291 0.1135887
PD11391a 0.9189391 0 0 0 0 0 0 0 0 0 0 0 0
PD13419a 0.4897648 0 0 0 0 0 0 0 0.3570721 0.1531631 0 0 0
PD13626a 0.9215145 0 0 0 0 0 0 0 0.06972597 0 0 0 0
PD13757a 0.8778868 0.1221132 0 0 0 0 0 0 0 0 0 0 0
PD6414a 0.9492898 0 0 0 0 0 0 0 0 0 0 0 0
PD18101a 0.8766596 0 0 0 0 0 0 0 0 0 0.1233404 0 0
PD11767a 0.4666613 0 0 0 0.3291374 0 0 0 0 0.186821 0 0 0
PD4606a 0.8424754 0.06021207 0 0.09731251 0 0 0 0 0 0 0 0 0
PD18258a 1 0 0 0 0 0 0 0 0 0 0 0 0
PD4972a 0.8554766 0 0 0 0 0 0 0 0 0 0 0.1445234 0
PD9844a 0.1141764 0 0 0 0 0.5002259 0.1248827 0 0 0 0.1076688 0 0.1530462
PD7344a 0 0 0 0 0.4007668 0 0 0 0 0.5936355 0 0 0
